"review_id";"order_id";"review_score";"review_comment_title";"review_comment_message";"review_creation_date";"review_answer_timestamp"
"7bc2406110b926393aa56f80a40eba40";"73fc7af87114b39712e6da79b0a377eb";4;"";"";"2018-01-18 01:00:00";"2018-01-18 22:46:59"
"80e641a11e56f04c1ad469d5645fdfde";"a548910a1c6147796b98fdf73dbeba33";5;"";"";"2018-03-10 01:00:00";"2018-03-11 04:05:13"
"228ce5500dc1d8e020d8d1322874b6f0";"f9e4b658b201a9f2ecdecbb34bed034b";5;"";"";"2018-02-17 01:00:00";"2018-02-18 15:36:24"
"e64fb393e7b32834bb789ff8bb30750e";"658677c97b385a9be170737859d3511b";5;"";"Recebi bem antes do prazo estipulado.";"2017-04-21 02:00:00";"2017-04-22 00:02:06"
