product_id,review_score,count(review_id)
7fb04722aba7a2b632bac8f9819796f3,5,47
fb55982be901439613a95940feefd9ee,5,47
cbdb9bf611328898bd4b32a384506b3a,5,47
4fe644d766c7566dbc46fb851363cb3b,5,47
bd6e6fce9ada76ea2db0f1912e8e478f,5,47
18b0e642cbae7251e60a64aa07dd9eb9,5,46
870bcc6c58e03ca658cfdd13db4bbe28,5,46
38273c03eb0f88327f62c1d521260623,5,46
7bbc646134de228a74392d8407d16df8,5,46
16ce899c7af0c99f46948734a0d00f0f,5,46
5f504b3a1c75b73d6151be81eb05bdc9,5,45
97017430754804328eb9597b7f85da03,5,45
6c3effec7c8ddba466d4f03f982c7aa3,5,45
f71973c922ccaab05514a36a8bc741b8,5,45
b114bf337c0626166abe574eee9e3f32,5,45
569ffd16f8032478cbeb9800f2e94ba0,5,45
93c902b021a9e594f658ab1b0351602a,5,44
f7a17d2c51d9df89a4f1711c4ac17f33,5,44
66e9fb73e349cba44b29951e558a6780,5,44
703d742887bb9267f89b675608ba7aa0,5,43
990d135e28e075648cb7d83198fdccf4,5,43
41c24b8ce92d1a2cac62db5edfd088b2,5,43
bbaef2eadf31fe3ea6702077398be06c,5,42
086351823300e0339f6955b27998c186,5,42
18486698933fbb64af6c0a255f7dd64c,5,42
1bfb290d7273a442c874dbe74b4abae6,5,42
c7fd13b5e515bffdab855d0812842edb,5,42
04c4a4b9c924494fcf82e0fba966f955,5,41
70c1bce00b24bfd21332f7f8ebe2217f,5,41
d2bea3c01e172037caa99b2d138f39d0,5,41
3354a4e684f5e7199f9407db70ccd92b,5,41
a8d30122a99d04c7437d4e7b022a7231,5,41
72172e982e8b92155069e4201c92c0bb,5,41
fc1d8637c0268af3db482c14b7ef8e75,5,40
0152f69b6cf919bcdaf117aa8c43e5a2,5,40
bb42f37fc3d9130e4a4339d24a47dd7c,5,40
8ed094bfe076c568f6bb10feada3f75d,5,40
2fb9e46750ac55362f7b642f12b5835b,5,40
4316b712956314302c5d0aef9ed77c13,5,40
c2b534c5a4a6cbfc41aeaf362fb0c060,5,40
4298b7e67dc399c200662b569563a2b2,5,39
43423cdffde7fda63d0414ed38c11a73,5,39
054515fd15bc1a2029f10de97ffa9120,5,39
4b96786612ebe7463132fce2c4dca136,5,39
1613b819ab5dae53aead2dbb4ebdb378,5,39
3bad4452b9bf0554748e82f3a4a5673c,5,39
bb90206fa281c20f0b4c42a2393b54dd,5,39
ed1d57799b8b974641a1acb3fd994016,5,38
ec3f8e78677c7e0395b155bc67417158,5,38
bdb4be6ce2f7f2b5be0a16088028c7fc,5,38
aa280035c50ba62c746480a59045eec4,5,38
d2f5484cbffe4ca766301b21ab9246dd,5,38
56c221c4c1a4a98293895c4563cdc6bf,5,38
5d66715cc928aadd0074f61332698593,5,38
130482add9fd75ccb6c57ba007694a2d,5,38
cac52d956eff0cacf32f4b0f0f3aac5c,5,38
5b226d7c52f86ac72457617f78cff95d,5,38
d63c1011f49d98b976c352955b1c4bea,5,38
84f456958365164420cfc80fbe4c7fab,5,38
b0c8da302d49498d2ce6be8c631e4e20,5,38
f35927953ed82e19d06ad3aac2f06353,5,38
57e089e3103f5cda6a4ce23b77399bdb,5,37
b623b7cb05ee3248fbe4a6ecbeed79a4,5,37
ed2067a9c1f79553088a3c67b99a9f97,5,37
98d61056e0568ba048e5d78038790e77,5,37
2ced45a3059cbb128a8b8b6508809746,5,37
af51d485dc5255ba2e18b21b550156e6,5,37
cec09725da5ed01471d9a505e7389d37,5,37
d5b703c271f43f9c588a6f512a00f77e,5,37
8d4dac6177fb8134f26fb4c5cc6c0aff,5,37
7e0dc102074f8285580c9777f79c90cf,5,37
f71f42e2381752836563b70beb542f80,5,37
2083a6feb4bbb31f6abc92fc24e468c0,5,37
28bdd20184e553872bab0ae75bbcaecf,5,37
8eb7b31149dc92903e213c9896443440,5,37
74437e600638a59559c5238c84805b76,5,37
8c5876b1c7768217964f353bc7e64393,5,37
e251ebd2858be1aa7d9b2087a6992580,5,37
f288cae3916218ec01f708d093b29d4f,5,37
10b0226d162bdc55d60c0eabf68c7021,5,37
c3f8ee7e05c01c61ab863e336b0f2e5e,5,37
7c1ac37ea884ec9c46ebf155ffc53d50,5,36
4df96b4c5286321b71834691e8defd53,5,36
51b24bbd390b66c9f67579153fe7ec5f,5,36
64143bc1c8b26719d98b7b0ab8027ad9,5,36
b81a05d0dd312ece2140846909f5ef81,5,36
1c6771d60124b84ada98e8f67ba111db,5,36
c974196c0f8fa41b6475a72f67b8df99,5,36
91c8b0b45d889119f8dd2a0294282ee6,5,36
b5c4b2c6b8c342b7740e46797bec3ef1,5,36
485c67ced40028609fbe77043fa0b943,5,36
5d3b065e160c51e883cd7ef509a54176,5,36
ea28ecb788ab4fd8d5dc8bd4b4274209,5,36
1336ffed1eaf9f489f9f5656f7e6fd81,5,36
719d571299707561c34ba04ab867b32a,5,36
7814c273ab16783d73a9863ebfa8b141,5,36
764292b2b0f73f77a0272be03fdd45f3,5,36
d692d19cee022f7acab76373f297ad6a,5,36
c211ff3068fcd2f8898192976d8b3a32,5,36
bdc3291ab242ec1effc8eb0987850268,5,36
19fee5d5b066841b45bc3e97832fa654,5,36
2a2d22ae30e026f1893083c8405ca522,5,36
3fddda7e92c16fa45033a4373a116e00,5,36
64fb265487de2238627ce43fe8a67efc,5,36
c2c989ac5100e59a6c3d12b2c31a2c72,5,36
193d170dd2f6849cf0cb92791a6a623b,5,36
cc5c6bf704a4b642e8964b5b2dcdb0da,5,36
b80b61cc25558319e7d8e262786ca7af,5,36
46ca9515def9ceb56e338c86ca765ba1,5,36
002af88741ba70c7b5cf4e4a0ad7ef85,5,36
d9894482fba41f536a273ba2276d951f,5,36
d7205c0ebebe2744d7c2e44b6d69cc95,5,36
e6c30d6c9696ee10542e7e25dcdffa92,5,36
bc3c6d2a621414f2e1df7a8a32a2828e,5,36
82a0f2bfaa026cb94f4f870afd51c6ad,5,36
aeb767ca82c5a6cca8bbac33c4e21579,5,36
fdff6fbfaeefd11afe77be6f416e9c4e,5,36
825993135690981b6014a46dbe75707e,5,36
6a1234a3847f4ef3090a02a8b07fa42f,5,36
ddceb6eef6af67e9fbbd4c148dbe5fd9,5,35
ef66e63137bdd1b2e44aa968646fc1e3,5,35
10717ff440b2320081989126e858b220,5,35
b192be433004cc1f10b467c0e9ea309b,5,35
afeeea6271148ee1bb15173b8187c431,5,35
c857b96593773e940454e76efa8eabb3,5,35
dd6a505f83dd3c6326aa9856519e0978,5,35
9545d45c37449ccbc376de3a04c66e71,5,34
3e5201fe0d1ba474d9b90152c83c706c,5,34
ff2c1ec09b1bb340e84f0d6b21cc7dbb,5,34
4ae634441e444ca4bc85903cafe98d73,5,34
186fe07c8b8005ec6a498587ffbc1352,5,34
fbce4c4cb307679d89a3bf3d3bb353b9,5,34
fa126ff62aae83e37857ad495641c878,5,34
431d674f9a4fbd0957ecf6ba3fcb6899,5,34
f8b624d4e475bb8d1bddf1b65c6a64f6,5,34
a237de12bdf0bfe4fe220bae65a89731,5,34
ecbe1ef7e2903ff8b1d704ba78fa264d,5,34
0a4093a4af429dc0a9334300e5c13ae5,5,34
dbb4ce89c8ed5fb6fd901e2e51093179,5,33
583f158587cdecda3e8bdea694021e39,5,33
7340a3839a1de1e99d149b8cf052a2ec,5,33
060c17562f97e5bb60bc0dfa4dd5b3f2,5,33
a4aa7c1427c31344e5f7cc3d839fe562,5,33
4aa6014eceb682077f9dc4bffebc05b0,5,33
22c5ddc22ea8cae84fc9917def682dc6,5,33
553e0e7590d3116a072507a3635d2877,5,33
ea44caac707f7f1325182a538007f838,5,33
30ac6df06dc59ad72cf2f158fc2d904c,5,33
d90e83fe1a0e31440db1dc015f1c1512,5,32
33c18a3e86c00fca807265cf34354996,5,32
d581a9097bc2a13adf46bbd864ee0d08,5,32
f264c1d9b20b5e4a340254d0405e613b,5,32
e9a69340883a438c3f91739d14d3a56d,5,32
8b50a72d52d7a91fb19d19fbe069e2f2,5,32
e5ae72c62ebfa708624f5029d609b160,5,32
a02d0123079f4ae96001ba2010d1a2df,5,32
2948658cb6abc82847412be7201bfc4c,5,32
f646af315b0f3a597f69213537ca2199,5,32
d678178aa4291cd25a755a90188375c8,5,32
a9516a079e37a9c9c36b9b78b10169e8,5,32
a659cb33082b851fb87a33af8f0fff29,5,32
6f842ad54a86bf94d9254744d910ec56,5,32
2ff995aead9c63a1f37a07b3664ead37,5,31
fe6a9515d655fa7936b8a7c841039f34,5,31
a06766fec51c96d4d0bce282906735eb,5,31
62d8daeee0db3a60c234c2d1bfd10651,5,31
d04bbac48960ecb7ea311b00ca6e1cb7,5,31
7f72a8900b3d2fc8fa2635b7836d6e6e,5,31
aadff88486740e0b0ebe2be6c09476ae,5,31
f1fe595ee7ef768b41bd9b246d13432d,5,31
8317b177579dd27ff068b83205e2169b,5,31
3685c687db4b3d2da5085d23b408e93a,5,31
b1acb7e8152c90c9619897753a75c973,5,31
bc055ae94989497c0d66bfa4263ccf61,5,31
35ebf08a93899d44e756809e11b14754,5,31
173e9fe34bfe97f3a5e6dc57fe897b74,5,30
c706d50b57c9e83293c2586d01f32445,5,30
f3ce47ccf98da2906f6b8b1387618e07,5,30
cc971e0365873137b8bef2ebad633e6f,5,30
e59dd207c69d86e890febadc796d1078,5,30
b8b426747049f2d3d6e00b486d47dedb,5,30
36038dae78cc227e4d14b174f0f695d0,5,30
6ae7f4ef0ca670ca2609d039af87d057,5,30
8562e2c780a345b609e1b802d7e3e4ae,5,30
c6ea63369936552872ae890c82175b4b,5,29
9abb00920aae319ef9eba674b7d2e6ff,5,29
4ce81153410b379f2ccab68653ca5fe4,5,29
b0c89945c034268074f5f80b362bda34,5,29
fe01b643060a6446e59f58e3021e66b3,5,29
dc404a1496a08f9f5540c8b5d4b92925,5,29
e9def91e99c8ecb7c5cef5e31506a056,5,29
574597aaf385996112490308e37399ce,5,29
c3ba4e8d3cb30049213b682e751e9d00,5,29
1f411e9a31196b71ed8438c8254b858e,5,29
c7b3cf9de7be95b3e09e7a63315685eb,5,29
4cd6ba4ea3112de8fc238307c4dc6307,5,29
c7dc39bcc7f9bf8a9b253b8727a0cde5,5,29
1600dcf1cea8c0c83702e07b577ab231,5,29
5526b1ae9ab2688cf600783cece249df,5,29
c0704b7b41d23540e8576c5e84484dcb,5,29
fa8485bc54eaad5b218cd8081c859568,5,29
cb81df0e3ccece253557f2a07df4727e,5,28
00250175f79f584c14ab5cecd80553cd,5,28
64fb13596caf118c438edc5c6ed2d50a,5,28
591c08a1d9290193bd96d8c9e6e607ac,5,28
cfb763496d9fc48751a27db4fd02aa2d,5,28
dd0dcee76f9c12fff4bc0eb641d57c7f,5,28
aba86c093ccdbac75b09111d57e50004,5,28
be837f2e0152a208d4386f4126d5bd7c,5,28
283dc451ad3918badb976d56ff887289,5,28
a298a105818dce6878b787e4af6cff7d,5,28
810e2944bca9850b934e1570ba372e7d,5,28
2fea0f2cec6b6324a277d4a61c2ed2c6,5,28
d6160fb7873f184099d9bc95e30376af,5,28
31a2f42a87890f87d77daebdfabc182e,5,28
65266b2da20d04dbe00c5c2d3bb7859e,5,28
c403e106353e1aa40efe783ecb39ed7a,5,28
4520766ec412348b8d4caa5e8a18c464,5,28
73bcea88583002fe12b7399af4ae60da,5,28
d6fe3b4ddecd4a8393c6a1385de3bfb6,5,28
7c898e0b8ea203dd94ba846627fc34d1,5,28
f25b4b41194b370120c42e1b19bd2a8a,5,28
6803077179d24889430188e03fafd31a,5,27
88dd63919fc9ab693803578a04a20209,5,27
69455f41626a745aea9ee9164cb9eafd,5,27
b5e13c9a353102f79c6206ff5cb61a50,5,27
e2e426d1332240070b0a836a854d057b,5,27
b99e4f4fa3f421e0ffbd512d9f152dec,5,27
4413a608a42bd21bbf9d5abbd58c249a,5,27
db5efde3ad0cc579b130d71c4b2db522,5,27
25e2023ed83352bde98dc1490d14c3d8,5,27
921d31a1daa51460b7a95ea5f3ab64d5,5,27
dab2413ead0edda9967edbc9bda2a64e,5,27
0d9374142ba86a7c22357ea192bcfde6,5,27
fb7a100ec8c7b34f60cec22b1a9a10e0,5,27
d4ad9721bda56413600c43c11006cb78,5,27
87283a98b24f9f1ac3a31b631073cf47,5,27
5fc3e6a4b52b0c414458104ed4037f1c,5,27
6109d0cae3bcb57d579bc0fab6e61814,5,27
0b01a9718a61dbdd35cfec9ad13a0301,5,27
14dffa241a078aeaebaef48a49e807ca,5,27
9ebfbbb1a5a173f758cb76d6ecc75f9b,5,27
eecc2c78b528d8073b4f1c4bddf92aae,5,27
e8ca14b6c60a3194f2353bbfe0287bbe,5,27
60ee9861f35c13d4a3a2bc10e86bb05b,5,26
372645c7439f9661fbbacfd129aa92ec,5,26
ae2f987a774d66463c1bfcc0a82c3456,5,26
a5b27ab457629a351464825096c64688,5,26
0f8b90fdd8f2e3b0fca368349e2c298d,5,26
fbd4031ddbc3d02b95834b62769d3ad0,5,26
f819f0c84a64f02d3a5606ca95edd272,5,26
0c71252f37443403376d2008034a7240,5,26
952670bc019a73f0933157ec82ff6e4f,5,26
688ad0169550f8e2eb0307b61df3ba12,5,26
fe077ec80df6b4ee60bb4498d5ab1962,5,26
f0453e2cbc3480959c34ab663b44c777,5,26
7564c1759c04fc0a38f2aa84f7a370ee,5,26
3b0f7951038b105522c2d566b54421f7,5,26
dfb97c88e066dc22165f31648efe1312,5,26
0c44cf18fca971245b41119ce72861c0,5,26
380b4664ba5bb18cc9db78ee6bac3558,5,26
11fd9d7ba552e1d28872e008acf1e050,5,26
98a4301b1aacd45984603af55b7a1de4,5,26
7fab1a1472fdd934397068931f63f3ca,5,26
386486367c1f9d4f587a8864ccb6902b,5,26
7c2d0df8e5fbfa71d54a400b33a8502e,5,26
ca5c923962558430573f83661dbe36d6,5,26
ba80c9f47a84d1e08465f72e22930c83,5,26
7d50930301709838d8e90dcac5cfaa84,5,26
7f4e034245e45549110139d1de248f83,5,25
a5341e3f8155dbb3e62323d3ea289729,5,25
3db75f31b76375c502f64d550dcd1166,5,25
8aa6223e400af9c97b07c75993142721,5,25
6987398dff454a3138231540e2a6ec61,5,25
e282624d8c82e04983f125e167eb4521,5,25
e7cc48a9daff5436f63d3aad9426f28b,5,25
9bb8ca338e5588c361e34eae02e8fad6,5,25
e7f85e7f0203b7b95cc1b4c21b4b070c,5,25
1ec486885049bbb9b79351d150ed18c4,5,25
913eefa4eb54c8a9bcb9871dfd94a0ca,5,25
7c03e2562178adecc404571f7c52db4e,5,25
b8a0d73b2a06e7910d9864dccdb0cda2,5,25
62d41a80c366aa2d8644e3270adf8440,5,25
5328338cfaa16ba10561cd970c73ca11,5,25
96d80c8b6c6545a30eb5bdc4961455f3,5,25
dc52f0f5d3ec37a93eaf956cde4e5d2c,5,25
6703d5fc618113f23d9749a7a05d9e3b,5,25
24daadd871657fb36dacde66b92cf0ff,5,25
bcbd68571e8cf6d290a72a280b6b3b91,5,25
d34c07a2d817ac73f4caf8c574215fed,5,25
cb61986817d2a774d7c902dbbce84342,5,25
05b4647d7e40f280dc06e3d69deaba21,5,25
809bc73ee4f939dfc94b7402962fb531,5,25
c33af1c0bec994ff07664ab6dcae7a86,5,25
7506dc43a0aaa509475b7522abfdee9f,5,25
cbb19a48b2e1af46505ef400e9245c48,5,25
9c8c60eaae5f2f6bcb59a42e314cb400,5,25
cf321a247972430ae872ea605fb4628a,5,25
993245facdeea0014e73a3e18750c123,5,25
3a6b0b915f453650a8ff32d7872dbd6d,5,25
b3b26495345ede7a44d86de9a32221b5,5,25
4fb3e6ce442ce9c621ea9509e47ac951,5,25
6a2909ac21d16b721e4795e7e8ff3e68,5,25
6b61c9889ff5ea54a786b54fff36251f,5,25
55b71bf300a2765a382eaec566df531f,5,25
cb8b2c8c7d4b9d2be73590f3f99b3cdb,5,25
d6e74e35591c053e5cbab04d84c223b5,5,25
f7fce9a4e86a0d19818cc145ef87f8ca,5,25
a39cc58c1b5926b6f9f378daa89f1315,5,25
0bd5c2b2dd207f23739a694f006d63e6,5,25
b655ebf10fa7727c97d82cffcfe96ab9,5,25
3ea32f63a6aaf8d467e543dedf434ee7,5,25
1fcbdcb14ed564faddf72bbcef855036,5,25
0d13a341a2916308175bc9e89bdafb73,5,25
5ef700515181623872771a16d1371cd4,5,25
72d3bf1d3a790f8874096fcf860e3eff,5,25
f713c90e84b1bf2e157637d63fe09a68,5,25
0ad6795586afdad1281b3884f2611ca6,5,24
593236d0ff46b4299b4787fb8d43f7f0,5,24
cc5447118c174dcc6456c84ccb29e6f7,5,24
09b0d15a8cc9a84e7af7e0225f67dc45,5,24
63de2743d05ab59d85caa49e49459ac1,5,24
e94df75b2e9a8b056be0c144a731f55c,5,24
730f1927f42fda4370209c28203eb0ab,5,24
5b3b5f9ae84ca9ead3138b199420cc94,5,24
aa53b7499856e6df13008f34100cc336,5,24
51ce083cd2b9078656a94655ab45b8a4,5,24
6a23ae3187f1dac41b7210a8c7739d6b,5,24
6d1338fc8d6ac273115ea526c7a6146a,5,24
7a5b821fca01c5a75fa33c06f249e0f5,5,24
44fded21627553d1886d459384bbce06,5,24
349ce46a0e2e20054aa9d80c48af8816,5,24
af2d506fb01b724e03591349ad36b67e,5,24
94475071013412139f862c0bd7e3bb37,5,23
683647534fe73616ae97d91a6ef253f4,5,23
e5eadf9be70a4a9fa514019542fc330a,5,23
1a758361b1c10b3ffe3d3373332de319,5,23
09c3a2ea33f044aebffecd6681e00133,5,23
66a0a6e02b7f543e5b021ce361f267d4,5,23
3e4176d545618ed02f382a3057de32b4,5,23
5d6bea33648f018dbb563f3a2fab09f3,5,23
81288df52439985f610be64465e53f57,5,23
362b773250263786dd58670d2df42c3b,5,23
049ac5dce8536884a652ce73c58022ab,5,23
79366d6a24de9351b7ca6e3cf75a68ec,5,23
55782cb82e0efe052da0a3da237da3b2,5,23
f7bb503725fb4d7bb55301d5bceba728,5,23
9a29b754b7fc0aa8eeb990103fcea4fc,5,23
d04e48982547095af81c231c3d581cb6,5,23
6a1a04054158fe995e1688d8f79605b2,5,23
0bbdc963004d9b2fd3427ee3c5ae3608,5,23
ee3cfb33869693f2a7e8417c795d8cfc,5,22
962a6951154f98f2c8e9a5b8b2bcf4a9,5,22
16ed6a6e3fce23b741650437fe58d65b,5,22
e7d26dd6742baca292020c158e6720c3,5,22
f2e53dd1670f3c376518263b3f71424d,5,22
9f1c3e71d56894398a42b050b07f1baa,5,22
177d3d5bb9d4d29222a222e3b3554f41,5,22
8a443635fdf9759915c9be5be2e3b862,5,22
bdcf6a834e8faa30dac3886c7a58e92e,5,22
a0b7d5a992ccda646f2d34e418fff5a0,5,22
a8075470f960215ffb67624782f80fec,5,22
de480e3ae31eea2d2d97d694c43172fc,5,22
11dcc970f7a5581e1bf777b6da3f7096,5,22
665aa1d687284a4d2d2b74c0c6724625,5,22
c075b8e131353552218860f1c421e4ef,5,22
017692475c1c954ff597feda05131d73,5,22
f889fb87b505b73de10c18b93352469f,5,22
7d854ab97c64ef9df2bbfaf332765786,5,22
36c2fb4fa746273709c373f6d6ec6796,5,22
e4d325bd1eea550509bdbbc5c3301fc1,5,22
96d1c06692244e2fed6e1f9aa9552770,5,22
f7e5d0186f539b61586d7ddd247d2996,5,22
b756577e274d3a4793fc27209d7072db,5,21
6d6c510f2222e168bf3b6b67e24c9535,5,21
0fa81e7123fd0ebe03adbbe99d912827,5,21
642a40d4d73b4b2604968937de13634a,5,21
c92f0e7b9d49a9543558d6532772441b,5,21
44d097d59e8430f88a67517cd0c4f865,5,21
c1488892604e4ba5cff5b4eb4d595400,5,21
42a2bd596fda1baef5719cb74f73030c,5,21
3cb39171fd36c50097f2dedbbe0dfe6e,5,21
c50ca07e9e4db9ea5011f06802c0aea0,5,21
ab1106e227a745836a0dc83b374e2575,5,21
eba7488e1c67729f045ab43fac426f2e,5,21
1491a8ff192d4b5c369b0eaa2fe33ee5,5,21
30469bb5ea377eae7121981e2f0778e4,5,21
abc3432ff825d8e524db1d4eac6d2099,5,21
7e97894cc00196a56d6ec315c68b2353,5,21
b2f15c23f560da3b247e1090d9d12be7,5,21
32e18e89237933ebdaaebd78a27e7fa1,5,21
07821918ef487fd64eb20b3c8aeb897f,5,21
3c7c75671b25b927f05e68b233263e5f,5,21
e2bb00220a167d9e60b6776ac33717bc,5,21
a35a9f46dcee0a67c8c7ad8493eb4135,5,21
0e2d365a247d105fefc31b17ab8706d9,5,21
72a30483855e2eafc67aee5dc2560482,5,21
fff0a542c3c62682f23305214eaeaa24,5,21
3b10cf7d1e08c598428ad6eb7c59d09c,5,21
7b5d8be0e04080e4c8ee6a7ec2f1f597,5,21
7686fe49c98ae1c537b5cc51992f5d20,5,20
f8ea5fcf9c628485e01b9c3cf52728c2,5,20
014a8a503291921f7b004a5215bb3c36,5,20
e8b54d5aeae0ec3077cd89301a9c6023,5,20
c1f5307decb89342351bec53668cffd9,5,20
26c6145c9687019a428467c8852ae36b,5,20
6c712952b8ef62f8d06a0314917400c8,5,20
d4dccae17c83ffbaafc50d763503e9eb,5,20
134a6fc4a713a799266ebd6a4f4008d4,5,20
b59fb744c6f3cd1dc23b10f760848d98,5,20
54d7ad85b648d3cb2b7069ed446d7f35,5,20
5727b4e9463bfa0b43bf97397c4b7c44,5,20
a79e27ad902bfc67386ea63ed1ef7a08,5,20
cfd43c5e600d45ac029357406b05dd82,5,20
a1e9b0d76a76ff474f4a4374fcfb8c42,5,20
036734b5a58d5d4f46b0616ddc047ced,5,20
8173ca41cdb176462f9ae79821a48404,5,20
e84997d75938765ef99930f908ceedf4,5,20
2a5806f10d0f00e5ad032dd2e3c8806e,5,20
